更新时间,#genre#
内蒙古卫视,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=nmws
宁夏卫视,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=nxws
甘肃卫视,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=gsws
青海卫视,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=qhws
陕西卫视,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=sxws
山东卫视,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=sdws
河南卫视,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=hnws
湖北卫视,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=hubws
湖南卫视,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=hunws
江西卫视,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=jxws
江苏卫视,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=jsws
东南卫视,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=dnws
海峡卫视,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=hxws
广东卫视,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=gdws
大湾区卫视,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=dwqws
广西卫视,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=gxws
云南卫视,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=ynws
贵州卫视,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=gzws
新疆卫视,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=xjws
西藏卫视,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=xzws
海南卫视,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=hinws
东方卫视,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=dfws
四海钓鱼,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=shdy
CHC动作电影,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=chcdzdy
CHC家庭影院,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=chcjtdy
东方影视,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=dfys
上海新闻综合,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=shxwzh
上海第一财经,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=dycj
上视纪实人文,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=shjsrw
上海外语,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=shics
法治天地,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=fztd
劲爆体育,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=jbty
魅力足球,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=mlzq
乐游,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=ly
欢笑剧场,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=hxjc
七彩戏剧,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=qcxj
游戏风云,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=yxfy
临洮电视台,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=lttv
江苏城市,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=jscs
江苏综艺,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=jszy
江苏影视,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=jsys
江苏公共新闻,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=jsggxw
江苏国际,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=jsgj
江苏教育,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=jsjy
江苏体育休闲,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=jstyxx
优漫卡通,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=ymkt
南京新闻综合,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=njxwzh
南京教科,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=njkj
南京十八,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=njsb
淮安新闻综合,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=haxwzh
连云港新闻综合,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=lygxwzh
苏州新闻综合,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=szxwzh
泰州新闻综合,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=tzxwzh
宿迁新闻综合,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=sqxwzh
徐州新闻综合,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=xzxwzh
广东影视,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=gdys
嘉佳卡通,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=jjkt

北京卫视,https://tvbox.nat.netsite.cc:8043/proxy/1773564112/1773564112.m3u8
北京卫视,http://iptv.887979.xyz/itv/6000000001000020451.m3u8?cdn=wasusyt
湖南卫视,https://tvbox.nat.netsite.cc:8043/proxy/480409838/480409838.m3u8
湖南卫视,http://iptv.887979.xyz/itv/5000000004000006692.m3u8?cdn=bestzb
东方卫视,https://tvbox.nat.netsite.cc:8043/proxy/694881013/694881013.m3u8
四川卫视,https://tvbox.nat.netsite.cc:8043/proxy/59757691/59757691.m3u8
四川卫视,http://iptv.887979.xyz/itv/5000000004000006119.m3u8?cdn=bestzb
天津卫视,https://tvbox.nat.netsite.cc:8043/proxy/240376980/240376980.m3u8
天津卫视,http://iptv.887979.xyz/itv/5000000004000006827.m3u8?cdn=bestzb
安徽卫视,http://iptv.887979.xyz/itv/1000000001000030159.m3u8?cdn=ystenlive
安徽卫视,https://tvbox.nat.netsite.cc:8043/proxy/149472807/149472807.m3u8
山东卫视,https://tvbox.nat.netsite.cc:8043/proxy/95712545/95712545.m3u8
山东卫视,http://iptv.887979.xyz/itv/1000000001000016568.m3u8?cdn=ystenlive
深圳卫视,http://iptv.887979.xyz/itv/5000000004000007410.m3u8?cdn=bestzb
深圳卫视,https://tvbox.nat.netsite.cc:8043/proxy/457534194/457534194.m3u8
广东卫视,http://iptv.887979.xyz/itv/1000000001000014176.m3u8?cdn=ystenlive
广东卫视,https://tvbox.nat.netsite.cc:8043/proxy/573869971/573869971.m3u8
广西卫视,https://tvbox.nat.netsite.cc:8043/proxy/102904669/102904669.m3u8
广西卫视,http://iptv.887979.xyz/itv/5000000011000031118.m3u8?cdn=bestzb
江苏卫视,http://iptv.887979.xyz/itv/1000000001000001828.m3u8?cdn=ystenlive
江苏卫视,https://tvbox.nat.netsite.cc:8043/proxy/256947203/256947203.m3u8
江西卫视,https://tvbox.nat.netsite.cc:8043/proxy/203181175/203181175.m3u8
江西卫视,http://iptv.887979.xyz/itv/1000000006000268001.m3u8?cdn=ystenlive
河北卫视,http://iptv.887979.xyz/itv/5000000006000040016.m3u8?cdn=bestzb
河南卫视,http://iptv.887979.xyz/itv/5000000011000031119.m3u8?cdn=bestzb
河南卫视,https://tvbox.nat.netsite.cc:8043/proxy/251465659/251465659.m3u8
浙江卫视,https://tvbox.nat.netsite.cc:8043/proxy/2059640241/2059640241.m3u8
浙江卫视,http://iptv.887979.xyz/itv/1000000001000014260.m3u8?cdn=ystenlive
浙江卫视,https://tvbox.nat.netsite.cc:8043/proxy/257951448/257951448.m3u8
海南卫视,https://tvbox.nat.netsite.cc:8043/proxy/2019508840/2019508840.m3u8
海南卫视,http://iptv.887979.xyz/itv/5000000004000006211.m3u8?cdn=bestzb
海南卫视,https://tvbox.nat.netsite.cc:8043/proxy/200969914/200969914.m3u8
湖北卫视,http://iptv.887979.xyz/itv/1000000001000024621.m3u8?cdn=ystenlive
湖北卫视,https://tvbox.nat.netsite.cc:8043/proxy/209398845/209398845.m3u8
山西卫视,https://tvbox.nat.netsite.cc:8043/proxy/723496018/723496018.m3u8
东南卫视,https://tvbox.nat.netsite.cc:8043/proxy/698479958/698479958.m3u8
东南卫视,http://iptv.887979.xyz/itv/5000000004000010584.m3u8?cdn=bestzb
贵州卫视,https://tvbox.nat.netsite.cc:8043/proxy/189740973/189740973.m3u8
贵州卫视,http://iptv.887979.xyz/itv/5000000004000025843.m3u8?cdn=bestzb
辽宁卫视,https://tvbox.nat.netsite.cc:8043/proxy/463441117/463441117.m3u8
辽宁卫视,http://iptv.887979.xyz/itv/5000000004000011671.m3u8?cdn=bestzb
重庆卫视,http://iptv.887979.xyz/itv/1000000001000001096.m3u8?cdn=ystenlive
重庆卫视,https://tvbox.nat.netsite.cc:8043/proxy/562106987/562106987.m3u8
黑龙江卫视,http://iptv.887979.xyz/itv/1000000001000001925.m3u8?cdn=ystenlive
黑龙江卫视,https://tvbox.nat.netsite.cc:8043/proxy/982668357/982668357.m3u8
内蒙古卫视,https://tvbox.nat.netsite.cc:8043/proxy/1838037272/1838037272.m3u8
宁夏卫视,https://tvbox.nat.netsite.cc:8043/proxy/842139022/842139022.m3u8
陕西卫视,https://tvbox.nat.netsite.cc:8043/proxy/1158533991/1158533991.m3u8
吉林卫视,https://tvbox.nat.netsite.cc:8043/proxy/649197264/649197264.m3u8
吉林卫视,http://iptv.887979.xyz/itv/5000000011000031117.m3u8?cdn=bestzb
甘肃卫视,http://iptv.887979.xyz/itv/5000000011000031121.m3u8?cdn=bestzb
甘肃卫视,https://tvbox.nat.netsite.cc:8043/proxy/910220240/910220240.m3u8
云南卫视,https://tvbox.nat.netsite.cc:8043/proxy/599737477/599737477.m3u8
云南卫视,http://iptv.887979.xyz/itv/5000000011000031120.m3u8?cdn=bestzb
青海卫视,http://iptv.887979.xyz/itv/1000000002000013359.m3u8?cdn=ystenlive
青海卫视,https://tvbox.nat.netsite.cc:8043/proxy/1164716104/1164716104.m3u8
新疆卫视,https://tvbox.nat.netsite.cc:8043/proxy/86832656/86832656.m3u8
西藏卫视,https://tvbox.nat.netsite.cc:8043/proxy/1062504144/1062504144.m3u8


少儿,#genre#
黑莓动画,http://[2409:8087:74d2:21::6]:80/270000001128/9900000096/index.m3u8$1080p
金鹰卡通,http://[2409:8087:74d2:21::6]/000000001000PLTV/88888888/224/3221226703/index.m3u8$1080p
金鹰卡通,http://[2409:8087:74d2:21::6]:80/270000001128/9900000039/index.m3u8$480p
CCTV-14少儿,http://[2409:8087:74d2:21::6]:80/000000001000PLTV/88888888/224/3221226166/index.m3u8
卡酷少儿,http://[2409:8087:74d2:21::6]:80/000000001000PLTV/88888888/224/3221225643/index.m3u8
卡酷少儿,http://[2409:8087:74d2:21::6]:80/000000001000PLTV/88888888/224/3221226654/index.m3u8
优漫卡通,http://[2409:8087:74d2:21::6]:80/270000001128/9900000070/index.m3u8$480p
哈哈炫动,http://[2409:8087:74d2:21::6]/000000001000PLTV/88888888/224/3221226618/index.m3u8$1080p
哈哈炫动,http://[2409:8087:74d2:21::6]:80/270000001128/9900000069/index.m3u8$576p
嘉佳卡通,http://[2409:8087:74d2:21::6]:80/000000001000PLTV/88888888/224/3221225681/index.m3u8$576p
嘉佳卡通,http://[2409:8087:74d2:21::6]:80/270000001128/9900000061/index.m3u8$576p
嘉佳卡通,http://[2409:8087:74d2:21::6]/000000001000PLTV/88888888/224/3221225681/index.m3u8$576p
动漫秀场,http://[2409:8087:74d2:21::6]/000000001000PLTV/88888888/224/3221226197/index.m3u8$1080p
甘肃少儿,http://[2409:8087:74d2:21::6]:80/270000001322/69900158041111100000002165/index.m3u8
黑龙江少儿,http://[2409:8087:1a0a:df::404b]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226304/index.m3u8

浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
黑莓动画,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/index.m3u8
卡酷少儿,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225654/index.m3u8
优漫卡通,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225656/index.m3u8
哈哈炫动,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225657/index.m3u8
CCTV-14少儿,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8
黑龙江少儿,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226304/index.m3u8


体育,#genre#
超级体育,http://[2409:8087:74d2:21::6]:80/270000001128/9900000020/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000020$1080p
精品体育,http://[2409:8087:74d2:21::9]/270000001128/index.m3u8?cmcc_cid=9900000102
CCTV-5体育,http://[2409:8087:74d2:21::6]:80/270000001128/9900000005/index.m3u8
CCTV-5+体育赛事,http://[2409:8087:74d2:21::4]/270000001128/index.m3u8?cmcc_cid=9900000507
CCTV-5+体育赛事,http://[2409:8087:74d2:21::6]:80/270000001128/9900000507/index.m3u8
睛彩竞技,http://[2409:8087:74d2:21::6]:80/270000001128/9900000119/index.m3u8$1080p
睛彩篮球,http://[2409:8087:74d2:21::6]:80/270000001128/9900000118/index.m3u8$1080p
晴彩青少,http://[2409:8087:74d2:21::6]:80/270000001128/9900000120/index.m3u8$1080p
北京体育,http://39.134.135.82/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226438/1.m3u8?zoneoffset=480&servicetype=1&icpid=88888888&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=~~V2.0~eVAybrHg955d_IRT9e_uHQ~mLWY-QzDYXsJkNAKn1-dovWeB79V2zVBN-rY4mYJto4m9yeQDOdwgEuNxJAYqysGGQ9O-6YRGQ7HwCypA-Dp8oUoczUh-bqb1BhGngFvRaI~ExtInfo9bj61dxzlMXrsixrqcFYPg%3A20240730213323%2C162944%2C116.76.9.82%2C20240730213323%2C10000100000000050000000003870779%2C162944%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000007251163_0%2CEND&GuardEncType=2&RTS=1729247053&from=6&popid=6&hms_devid=3779&prioritypopid=6&vqe=3
高尔夫网球,http://[2409:8087:74d2:21::6]:80/270000001128/9900000094/index.m3u8$480p
精品体育,http://[2409:8087:74d2:21::6]:80/270000001128/9900000102/index.m3u8$1080p
安徽体育,http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3/hls.m3u8
五星体育,http://61.173.144.157:9901/tsfile/live/1010_1.m3u8
五星体育,http://223.166.234.114:7777/tsfile/live/1030_1.m3u8
五星体育,http://223.166.234.215:7777/tsfile/live/1030_1.m3u8
五星体育,http://223.166.234.149:7777/tsfile/live/1030_1.m3u8
五星体育,http://223.166.234.19:7777/tsfile/live/1030_1.m3u8
广东体育,http://119.125.134.228:9902/tsfile/live/1013_1.m3u8
广东体育,http://14.212.185.71:9901/tsfile/live/1003_1.m3u8
广东体育,http://222.218.158.165:8181/tsfile/live/1001_1.m3u8
咪咕体育,http://[2409:8087:1a0a:df::4031]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226398/index.m3u8
游戏风云,http://[2409:8087:74d2:21::6]/000000001000PLTV/88888888/224/3221226187/index.m3u8$1080p
哒啵电竞,http://[2409:8087:74d2:21::6]:80/270000001128/9900000121/index.m3u8$1080p
哒啵赛事,http://[2409:8087:74d2:21::6]:80/270000001128/9900000097/index.m3u8$1080p
JJ斗地主,http://tc-tct.douyucdn2.cn/dyliveflv1a/488743rAHScWyyII_2000.flv?wsAuth=fd695c444eeee99cc6122ed396c805ba&token=cpn-androidmpro-0-488743-df8b1830ef2e6ce156759645768df95bf77749da61fcc901&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play2
王者荣耀,http://tc-tct.douyucdn2.cn/dyliveflv1a/1863767rkpl2_2000p.flv?wsAuth=f73077d85e523eb95b6ce1ea3581b46b&token=cpn-androidmpro-0-1863767-7b520f6fe0a2b18db3c111c4e3c14350afd2dcaf43d0ef60&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play2
穿越火线,http://tc-tct.douyucdn2.cn:80/dyliveflv1/605964rzzgGEOZHr.flv?wsAuth=43ef2d796067cbec9c238c73235a1005&token=cpn-androidmpro-0-605964-b9be22700076c085e82232beb0fbe7838e28994acafb3964&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play1
穿越火线,http://112.83.136.141:80/live/605964rzzgGEOZHr.flv?302_type=cold_aggr&_session_id=2376164747.n.cn-069f7p.14re_26504&cb_retry=0&did=d010b07dcb997ada9934081c873542f0&domain=tc-tct.douyucdn2.cn&expire=0&fp_user_url=http%3A%2F%2Ftc-tct.douyucdn2.cn%2Fdyliveflv1%2F605964rzzgGEOZHr.flv%3FwsAuth%3D43ef2d796067cbec9c238c73235a1005%26token%3Dcpn-androidmpro-0-605964-b9be22700076c085e82232beb0fbe7838e28994acafb3964%26logo%3D0%26expire%3D0%26did%3Dd010b07dcb997ada9934081c873542f0%26origin%3Dtct%26vhost%3Dplay1&logo=0&manage_ip=&mir=true&node_id=&origin=tct&pro_type=http&redirect_from=pod.cn-069f7p.14re.nss&token=cpn-androidmpro-0-605964-b9be22700076c085e82232beb0fbe7838e28994acafb3964&vhost=tc-tct.douyucdn2.cn&wsAuth=43ef2d796067cbec9c238c73235a1005
跑跑卡丁车,http://tc-tct.douyucdn2.cn/dyliveflv1a/6672862r90xSwiRP_2000.flv?wsAuth=1c2c516dd80b1193241687841f128073&token=cpn-androidmpro-0-6672862-ee6297daa5d07f3494aad175947a679df4184f7934380258&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play2
咪咕视频-1,http://[2409:8087:74d2:21::6]:80/000000001000PLTV/88888888/224/3221226401/index.m3u8
咪咕视频-2,http://[2409:8087:74d2:21::6]:80/000000001000PLTV/88888888/224/3221226403/index.m3u8
咪咕视频-3,http://[2409:8087:74d2:21::6]:80/000000001000PLTV/88888888/224/3221226352/index.m3u8


影院,#genre#
邵氏影院@代,http://huanqiuzhibo.cn/manifest/douyu.php?id=4246519
邵氏影院@代,http://www.goodiptv.club/douyu/4246519
星光综合,http://ali.hlspull.yximgs.com/live/zxcvbnm9852.flv
重温经典@代,http://ali.hlspull.yximgs.com/live/awei_cwjd.flv
CCTV-6电影,http://[2409:8087:74d2:21::6]:80/270000001128/9900000006/index.m3u8
惊悚悬疑,http://[2409:8087:74d2:21::6]:80/270000001128/9900000113/index.m3u8$1080p
黑莓电影,http://[2409:8087:74d2:21::6]:80/270000001128/9900000095/index.m3u8$1080p
黑莓动画,http://[2409:8087:74d2:21::6]:80/270000001128/9900000096/index.m3u8$1080p
超级电影,http://[2409:8087:74d2:21::6]:80/270000001128/9900000021/index.m3u8$1080p
动作电影,http://[2409:8087:74d2:21::6]:80/270000001128/9900000106/index.m3u8$1080p
精品大剧,http://[2409:8087:74d2:21::6]:80/270000001128/9900000100/index.m3u8$1080p
欢乐剧场,http://[2409:8087:74d2:21::6]:80/270000001128/9900000091/index.m3u8$1080p
军旅剧场,http://[2409:8087:74d2:21::6]:80/270000001128/9900000107/index.m3u8$1080p
都市剧场,http://[2409:8087:74d2:21::6]/000000001000PLTV/88888888/224/3221226176/index.m3u8$1080p
欢笑剧场4K,http://[2409:8087:74d2:21::6]/000000001000PLTV/88888888/224/3221226203/index.m3u8$1080p
中国功夫,http://[2409:8087:74d2:21::6]:80/270000001128/9900000101/index.m3u8$1080p
古装剧场,http://[2409:8087:74d2:21::6]:80/270000001128/9900000105/index.m3u8
海外剧场,http://[2409:8087:1a0a:df::4031]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225671/index.m3u8
绍兴影院,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8
平泉影院,https://jwliveqxzb.hebyun.com.cn/pqys/pqys.m3u8
新昌休闲影院,http://l.cztvcloud.com/channels/lantian/SXxinchang2/720p.m3u8

周星驰,http://120.77.28.4:8648/huya.php?id=11342412
林正英,http://120.77.28.4:8648/huya.php?id=11342421
周润发,http://120.77.28.4:8648/huya.php?id=11342387
成龙,http://120.77.28.4:8648/huya.php?id=11342386
李连杰,http://120.77.28.4:8648/huya.php?id=11342390
洪金宝,http://120.77.28.4:8648/huya.php?id=11279251
赵丽颖,http://120.77.28.4:8648/huya.php?id=29982668
梁家辉,http://120.77.28.4:8648/huya.php?id=11342429
许冠英,http://120.77.28.4:8648/huya.php?id=11601972
刘德华,http://120.77.28.4:8648/huya.php?id=11342424
斯坦森,http://120.77.28.4:8648/huya.php?id=21059588
小鬼头,http://120.77.28.4:8648/huya.php?id=880261
王晶,http://120.77.28.4:8648/huya.php?id=11602058
沈腾,http://120.77.28.4:8648/huya.php?id=11601968
黄渤,http://120.77.28.4:8648/huya.php?id=11352876
强森,http://120.77.28.4:8648/huya.php?id=21059581
漫威,http://120.77.28.4:8648/huya.php?id=11602034
宇宙,http://120.77.28.4:8648/huya.php?id=11342428
怪兽,http://120.77.28.4:8648/huya.php?id=21059577
武侠,http://120.77.28.4:8648/huya.php?id=11342427
警匪,http://120.77.28.4:8648/huya.php?id=11352886
古惑仔,http://120.77.28.4:8648/huya.php?id=11336719
古天乐,http://120.77.28.4:8648/huya.php?id=29982675
枪战,http://120.77.28.4:8648/huya.php?id=11352962
国产僵尸,http://120.77.28.4:8648/huya.php?id=11279247
电影推荐,http://120.77.28.4:8648/huya.php?id=11602041
短剧推荐,http://120.77.28.4:8648/huya.php?id=21059594
热血电影,http://120.77.28.4:8648/huya.php?id=11352934
盗墓电影,http://120.77.28.4:8648/huya.php?id=21059552
贺岁电影,http://120.77.28.4:8648/huya.php?id=11601971
玄幻电影,http://120.77.28.4:8648/huya.php?id=11342414
谍战电影,http://120.77.28.4:8648/huya.php?id=21059585
喜剧电影,http://120.77.28.4:8648/huya.php?id=11352877
搞笑恐怖,http://120.77.28.4:8648/huya.php?id=11601960
经典港片,http://120.77.28.4:8648/huya.php?id=11602043
国产电影,http://120.77.28.4:8648/huya.php?id=11352973
周星驰粤语,http://120.77.28.4:8648/huya.php?id=11336587
许氏三杰,http://120.77.28.4:8648/huya.php?id=11602033
五福星,http://120.77.28.4:8648/huya.php?id=11282233
邱淑贞,http://120.77.28.4:8648/huya.php?id=11352949
徐克,http://120.77.28.4:8648/huya.php?id=11352909
开心鬼系列,http://120.77.28.4:8648/huya.php?id=11342423
漫威合集,http://120.77.28.4:8648/huya.php?id=26355802
邱淑贞,http://120.77.28.4:8648/huya.php?id=11336571
古墓系列,http://120.77.28.4:8648/huya.php?id=11352913
高分动作,http://120.77.28.4:8648/huya.php?id=11352884
赌神系列,http://120.77.28.4:8648/huya.php?id=11342399


NTV,#genre#
超级体育,http://[2409:8087:74d2:21::6]:80/270000001128/9900000020/index.m3u8$1080p
超级电影,http://[2409:8087:74d2:21::6]:80/270000001128/9900000021/index.m3u8$1080p
超级电视剧,http://[2409:8087:74d2:21::6]:80/270000001128/9900000022/index.m3u8$1080p
超级综艺,http://[2409:8087:74d2:21::6]:80/270000001128/9900000019/index.m3u8$1080p
动作电影,http://[2409:8087:74d2:21::6]:80/270000001128/9900000106/index.m3u8$1080p
黑莓电影,http://[2409:8087:74d2:21::6]:80/270000001128/9900000095/index.m3u8$1080p
黑莓动画,http://[2409:8087:74d2:21::6]:80/270000001128/9900000096/index.m3u8$1080p
欢乐剧场,http://[2409:8087:74d2:21::6]:80/270000001128/9900000091/index.m3u8$1080p
海外剧场,http://[2409:8087:1a0a:df::4031]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225671/index.m3u8
金牌综艺,http://[2409:8087:74d2:21::6]:80/270000001128/9900000112/index.m3u8$1080p
惊悚悬疑,http://[2409:8087:74d2:21::6]:80/270000001128/9900000113/index.m3u8$1080p
精品萌宠,http://[2409:8087:74d2:21::6]:80/270000001128/9900000122/index.m3u8$1080p
精品体育,http://[2409:8087:74d2:21::6]:80/270000001128/9900000102/index.m3u8$1080p
军旅剧场,http://[2409:8087:74d2:21::6]:80/270000001128/9900000107/index.m3u8$1080p
军事评论,http://[2409:8087:74d2:21::6]:80/270000001128/9900000110/index.m3u8$1080p
晴彩竞技,http://[2409:8087:74d2:21::6]:80/270000001128/9900000119/index.m3u8$1080p
晴彩篮球,http://[2409:8087:74d2:21::6]:80/270000001128/9900000118/index.m3u8$1080p
晴彩青少,http://[2409:8087:74d2:21::6]:80/270000001128/9900000120/index.m3u8$1080p
中国功夫,http://[2409:8087:74d2:21::6]:80/270000001128/9900000101/index.m3u8$1080p
精品大剧,http://[2409:8087:74d2:21::6]:80/270000001128/9900000100/index.m3u8$1080p
炫舞未来,http://[2409:8087:74d2:21::6]:80/270000001128/9900000098/index.m3u8$1080p
东北热剧,http://[2409:8087:74d2:21::6]:80/270000001128/9900000092/index.m3u8
动漫秀场,http://[2409:8087:74d2:21::6]/000000001000PLTV/88888888/224/3221226197/index.m3u8$1080p
都市剧场,http://[2409:8087:74d2:21::6]/000000001000PLTV/88888888/224/3221226176/index.m3u8$1080p
法治天地,http://[2409:8087:74d2:21::6]/000000001000PLTV/88888888/224/3221225627/index.m3u8$1080p
欢笑剧场4K,http://[2409:8087:74d2:21::6]/000000001000PLTV/88888888/224/3221226203/index.m3u8$1080p
纪实人文,http://[2409:8087:74d2:21::6]/000000001000PLTV/88888888/224/3221226174/index.m3u8$1080p弱
生活时尚,http://[2409:8087:74d2:21::6]/000000001000PLTV/88888888/224/3221226358/index.m3u8$1080p
游戏风云,http://[2409:8087:74d2:21::6]/000000001000PLTV/88888888/224/3221226187/index.m3u8$1080p
哒啵电竞,http://[2409:8087:74d2:21::6]:80/270000001128/9900000121/index.m3u8$1080p
哒啵赛事,http://[2409:8087:74d2:21::6]:80/270000001128/9900000097/index.m3u8$1080p
农业致富,http://[2409:8087:74d2:21::6]:80/270000001128/9900000111/index.m3u8


港澳台,#genre#
凤凰中文,http://50.7.234.10:8278/phoenixtv_hd/playlist.m3u8?tid=MFBF2713938527139385&ct=19225&tsum=1c8ca0899277714ab83db57245220068
凤凰中文,http://50.7.234.10:8278/phoenixtv_hd/playlist.m3u8?tid=MFBF2713938527139385&ct=19225&tsum=1c8ca0899277714ab83db57245220068
凤凰资讯,http://50.7.234.10:8278/phoenixinfo_hd/playlist.m3u8?tid=MC1C1591244615912446&ct=19225&tsum=a4fd6441d252c98ea603b13ef749a84e
凤凰资讯,http://50.7.234.10:8278/phoenixinfo_hd/playlist.m3u8?tid=MC1C1591244615912446&ct=19225&tsum=a4fd6441d252c98ea603b13ef749a84e
凤凰香港,http://50.7.234.10:8278/hkphoenix_twn/playlist.m3u8?tid=MACA2858291128582911&ct=19225&tsum=0f01288bbaa6c0403d07e96b0a5db4ed
凤凰香港,http://50.7.234.10:8278/hkphoenix_twn/playlist.m3u8?tid=MACA2858291128582911&ct=19225&tsum=0f01288bbaa6c0403d07e96b0a5db4ed

凤凰中文,http://kxrj.site:9125/6655/fh.php?id=fhzw
凤凰资讯,http://kxrj.site:9125/6655/fh.php?id=fhzx
凤凰香港,http://kxrj.site:9125/6655/fh.php?id=fhhk

凤凰中文,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw$720p
凤凰资讯,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx$720p
凤凰香港,http://php.jdshipin.com/TVOD/iptv.php?id=fhhk$720p

凤凰中文,http://61.150.67.62:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰资讯,http://61.150.67.62:9901/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0

